OrderID,OrderDate,Product,Category,Quantity,UnitPrice,Region,StockLevel,TotalSales,LowStock
81,2024-10-22,Phone,Clothing,5,66.18,South,6,330.90000000000003,No
82,2024-07-31,Shoes,Clothing,5,742.51,West,46,3712.55,No
83,2024-07-26,Phone,Electronics,2,513.13,South,2,1026.26,Yes
84,2024-08-24,Laptop,Clothing,7,122.65,East,26,858.5500000000001,No
85,2024-12-03,Phone,Electronics,7,229.12,North,13,1603.8400000000001,No
86,2024-02-22,Phone,Clothing,9,998.73,North,29,8988.57,No
87,2024-10-06,Chair,Furniture,9,807.97,South,33,7271.7300000000005,No
88,2024-08-04,Shoes,Electronics,4,356.37,South,22,1425.48,No
89,2024-09-08,Chair,Furniture,5,547.13,North,47,2735.65,No
90,2024-07-06,Shirt,Electronics,7,421.86,East,16,2953.02,No
91,2024-02-10,Phone,Furniture,7,46.03,East,14,322.21000000000004,No
92,2024-06-05,Shirt,Furniture,8,780.89,West,44,6247.12,No
93,2024-01-15,Chair,Clothing,8,719.82,West,43,5758.56,No
94,2024-10-27,Shoes,Electronics,2,414.71,North,6,829.42,No
95,2024-03-05,Chair,Clothing,9,847.44,North,2,7626.960000000001,Yes
96,2024-12-10,Shoes,Furniture,4,539.39,North,8,2157.56,No
97,2024-11-22,Shoes,Electronics,1,74.56,South,2,74.56,Yes
98,2024-01-09,Laptop,Furniture,1,266.81,West,47,266.81,No
99,2024-12-09,Phone,Furniture,5,467.16,North,34,2335.8,No
100,2024-05-08,Chair,Furniture,7,112.41,North,39,786.87,No
101,2024-05-15,Shoes,Furniture,5,575.37,West,7,2876.85,No
102,2024-03-03,Chair,Clothing,3,129.36,North,25,388.08000000000004,No
103,2024-05-18,Chair,Furniture,7,208.5,North,14,1459.5,No
104,2024-03-21,Shoes,Clothing,1,895.04,East,4,895.04,Yes
105,2024-06-11,Shirt,Furniture,1,999.81,West,12,999.81,No
106,2024-10-15,Phone,Electronics,2,554.75,East,14,1109.5,No
107,2024-09-17,Phone,Furniture,1,623.45,West,38,623.45,No
108,2024-08-18,Laptop,Furniture,9,799.46,North,11,7195.14,No
109,2024-02-10,Laptop,Electronics,4,699.18,South,34,2796.72,No
110,2024-01-28,Laptop,Electronics,7,190.64,South,7,1334.48,No
111,2024-05-14,Phone,Furniture,5,417.55,East,9,2087.75,No
112,2024-07-19,Shirt,Furniture,7,539.77,South,33,3778.39,No
113,2024-11-23,Phone,Clothing,7,366.11,South,7,2562.77,No
114,2024-09-24,Phone,Electronics,1,184.35,East,21,184.35,No
115,2024-02-02,Phone,Electronics,1,738.75,North,49,738.75,No
116,2024-02-17,Phone,Clothing,3,206.86,West,11,620.58,No
117,2024-03-02,Shirt,Furniture,2,267.88,North,21,535.76,No
118,2024-08-03,Laptop,Furniture,7,293.65,East,26,2055.5499999999997,No
119,2024-10-19,Chair,Electronics,3,170.16,North,17,510.48,No
120,2024-04-08,Laptop,Clothing,7,851.06,North,18,5957.42,No
121,2024-06-20,Laptop,Furniture,9,614.51,East,4,5530.59,Yes
122,2024-12-25,Chair,Electronics,1,836.4,East,15,836.4,No
123,2024-08-01,Phone,Furniture,3,498.79,East,48,1496.3700000000001,No
124,2024-02-04,Shirt,Furniture,6,524.37,South,40,3146.2200000000003,No
125,2024-08-14,Shirt,Furniture,9,619.98,East,9,5579.82,No
126,2024-04-10,Laptop,Electronics,5,377.21,East,18,1886.05,No
127,2024-05-10,Chair,Clothing,3,501.62,East,43,1504.8600000000001,No
128,2024-09-13,Shoes,Clothing,8,551.45,East,0,4411.6,Yes
129,2024-01-05,Phone,Furniture,5,954.01,North,21,4770.05,No
130,2024-08-05,Laptop,Clothing,6,884.08,East,16,5304.4800000000005,No
131,2024-09-11,Shirt,Furniture,2,137.95,West,34,275.9,No
132,2024-12-24,Chair,Electronics,4,50.87,East,38,203.48,No
133,2024-10-09,Chair,Electronics,1,683.53,West,8,683.53,No
134,2024-07-25,Laptop,Electronics,4,58.71,West,4,234.84,Yes
135,2024-01-15,Shoes,Furniture,1,69.75,South,8,69.75,No
136,2024-12-11,Shirt,Clothing,4,167.67,South,10,670.68,No
137,2024-02-11,Laptop,Electronics,2,358.19,North,13,716.38,No
138,2024-06-27,Shoes,Furniture,6,440.65,East,45,2643.8999999999996,No
139,2024-03-03,Chair,Clothing,6,524.18,East,39,3145.08,No
140,2024-12-17,Phone,Clothing,8,992.37,West,23,7938.96,No
141,2024-08-18,Shirt,Clothing,9,391.38,East,19,3522.42,No
142,2024-08-28,Shirt,Furniture,8,250.33,West,32,2002.64,No
143,2024-02-21,Shoes,Furniture,1,579.5,South,3,579.5,Yes
144,2024-04-05,Laptop,Furniture,3,223.0,North,15,669.0,No
145,2024-08-09,Chair,Electronics,6,941.14,South,24,5646.84,No
146,2024-08-18,Shoes,Furniture,1,266.66,East,0,266.66,Yes
147,2024-08-24,Phone,Electronics,8,990.03,West,23,7920.24,No
148,2024-05-22,Phone,Electronics,6,424.48,South,2,2546.88,Yes
149,2024-06-19,Phone,Electronics,1,814.56,East,31,814.56,No
150,2024-01-29,Shoes,Furniture,2,651.8,West,33,1303.6,No
151,2024-02-05,Chair,Electronics,6,934.16,East,48,5604.96,No
152,2024-01-13,Shirt,Furniture,8,629.17,East,24,5033.36,No
153,2024-06-08,Laptop,Furniture,5,585.41,North,42,2927.0499999999997,No
154,2024-11-22,Shirt,Electronics,1,656.32,South,2,656.32,Yes
155,2024-07-05,Chair,Electronics,2,788.6,East,6,1577.2,No
156,2024-08-30,Shirt,Electronics,4,899.85,East,41,3599.4,No
157,2024-03-26,Shoes,Furniture,4,274.15,North,34,1096.6,No
158,2024-10-10,Phone,Furniture,7,208.88,North,28,1462.1599999999999,No
159,2024-03-06,Chair,Electronics,2,44.01,West,39,88.02,No
160,2024-06-18,Chair,Electronics,7,376.38,East,24,2634.66,No
161,2024-02-14,Shirt,Clothing,7,847.72,East,27,5934.04,No
162,2024-03-02,Shoes,Electronics,7,79.16,East,23,554.12,No
163,2024-05-13,Shirt,Clothing,3,543.13,East,4,1629.3899999999999,Yes
164,2024-10-10,Shirt,Clothing,6,697.84,North,26,4187.04,No
165,2024-01-28,Chair,Furniture,6,838.48,South,9,5030.88,No
166,2024-04-17,Shirt,Furniture,4,587.6,North,11,2350.4,No
167,2024-02-13,Phone,Clothing,1,194.46,West,17,194.46,No
168,2024-12-05,Shirt,Clothing,9,964.89,North,37,8684.01,No
169,2024-10-12,Phone,Electronics,2,103.7,South,7,207.4,No
170,2024-11-26,Chair,Clothing,9,771.31,East,49,6941.789999999999,No
171,2024-05-07,Shoes,Electronics,8,95.69,West,37,765.52,No
172,2024-12-13,Phone,Furniture,1,151.98,West,29,151.98,No
173,2024-08-18,Shoes,Electronics,7,899.23,East,8,6294.610000000001,No
174,2024-07-08,Shoes,Furniture,3,755.54,South,47,2266.62,No
175,2024-08-12,Phone,Clothing,9,371.85,North,42,3346.65,No
176,2024-10-09,Chair,Clothing,5,642.34,East,24,3211.7000000000003,No
177,2024-04-30,Laptop,Clothing,3,462.67,South,29,1388.01,No
178,2024-04-25,Shoes,Electronics,8,75.87,South,1,606.96,Yes
179,2024-08-20,Shoes,Furniture,3,723.92,South,16,2171.7599999999998,No
180,2024-09-15,Chair,Furniture,7,765.62,East,44,5359.34,No
181,2024-12-24,Chair,Furniture,7,883.52,South,6,6184.639999999999,No
182,2024-07-16,Shirt,Furniture,7,545.23,West,21,3816.61,No
183,2024-05-16,Chair,Furniture,1,676.41,West,9,676.41,No
184,2024-11-13,Shoes,Electronics,5,443.67,North,25,2218.35,No
185,2024-06-13,Phone,Furniture,1,325.72,North,12,325.72,No
186,2024-08-12,Laptop,Clothing,7,417.58,South,41,2923.06,No
187,2024-11-02,Shirt,Furniture,8,912.63,South,27,7301.04,No
188,2024-08-21,Phone,Clothing,7,172.53,South,35,1207.71,No
189,2024-06-20,Laptop,Electronics,1,256.01,North,10,256.01,No
190,2024-05-31,Laptop,Electronics,3,610.13,West,8,1830.3899999999999,No
191,2024-11-10,Laptop,Clothing,3,125.12,West,15,375.36,No
192,2024-06-08,Phone,Furniture,7,892.95,East,16,6250.650000000001,No
193,2024-04-05,Shirt,Electronics,4,56.76,North,4,227.04,Yes
194,2024-08-20,Shirt,Electronics,3,757.76,South,4,2273.2799999999997,Yes
195,2024-06-28,Laptop,Electronics,6,379.99,West,37,2279.94,No
196,2024-04-22,Phone,Furniture,6,60.65,East,30,363.9,No
197,2024-11-13,Laptop,Clothing,5,844.5,West,1,4222.5,Yes
198,2024-02-21,Chair,Clothing,6,644.06,East,26,3864.3599999999997,No
199,2024-09-24,Shirt,Furniture,3,18.77,South,45,56.31,No
200,2024-10-21,Shoes,Electronics,5,274.86,South,42,1374.3000000000002,No
201,2024-04-22,Laptop,Furniture,9,358.53,West,18,3226.7699999999995,No
202,2024-04-10,Chair,Furniture,4,329.35,North,42,1317.4,No
203,2024-04-22,Shirt,Clothing,2,503.36,West,24,1006.72,No
204,2024-03-21,Phone,Furniture,5,531.53,North,37,2657.6499999999996,No
205,2024-07-05,Shirt,Furniture,3,402.79,West,12,1208.3700000000001,No
206,2024-04-22,Phone,Electronics,3,338.45,North,28,1015.3499999999999,No
207,2024-01-02,Phone,Electronics,4,509.37,South,18,2037.48,No
208,2024-05-09,Laptop,Clothing,4,43.28,East,34,173.12,No
209,2024-08-07,Laptop,Electronics,5,648.75,North,24,3243.75,No
210,2024-02-23,Shirt,Furniture,7,609.92,South,47,4269.44,No
211,2024-12-08,Chair,Furniture,4,286.43,East,8,1145.72,No
212,2024-08-11,Shirt,Furniture,7,187.72,South,34,1314.04,No
213,2024-08-12,Shoes,Clothing,9,82.26,South,14,740.34,No
214,2024-05-05,Phone,Electronics,3,591.47,South,21,1774.41,No
215,2024-05-09,Phone,Furniture,5,573.21,North,12,2866.05,No
216,2024-02-22,Laptop,Electronics,4,537.98,South,48,2151.92,No
217,2024-06-20,Chair,Electronics,9,985.76,South,29,8871.84,No
218,2024-08-05,Laptop,Electronics,5,536.23,South,20,2681.15,No
219,2024-06-08,Shoes,Electronics,2,724.57,North,24,1449.14,No
220,2024-07-16,Shirt,Clothing,1,121.79,West,24,121.79,No
221,2024-09-03,Shirt,Clothing,7,305.98,South,39,2141.86,No
222,2024-11-19,Chair,Clothing,1,282.69,West,21,282.69,No
223,2024-07-21,Laptop,Furniture,8,580.22,South,45,4641.76,No
224,2024-07-02,Laptop,Furniture,9,337.51,North,40,3037.59,No
225,2024-05-02,Shoes,Furniture,7,644.66,West,2,4512.62,Yes
226,2024-09-11,Shirt,Clothing,9,693.19,South,8,6238.710000000001,No
227,2024-10-20,Laptop,Electronics,6,43.35,West,23,260.1,No
228,2024-10-06,Chair,Clothing,7,643.36,East,43,4503.52,No
229,2024-11-20,Shirt,Furniture,3,125.62,West,46,376.86,No
230,2024-04-07,Shoes,Furniture,9,470.48,South,31,4234.32,No
231,2024-07-16,Chair,Electronics,3,729.31,West,16,2187.93,No
232,2024-08-27,Phone,Clothing,6,706.31,South,40,4237.86,No
233,2024-05-23,Shoes,Electronics,4,306.82,West,23,1227.28,No
234,2024-04-06,Chair,Clothing,9,279.64,West,7,2516.7599999999998,No
235,2024-07-19,Laptop,Furniture,1,445.82,North,5,445.82,No
236,2024-05-03,Phone,Electronics,9,196.78,North,8,1771.02,No
237,2024-07-05,Shoes,Electronics,4,974.95,West,14,3899.8,No
238,2024-11-21,Laptop,Clothing,5,351.47,North,23,1757.3500000000001,No
239,2024-12-14,Phone,Clothing,1,923.76,North,49,923.76,No
240,2024-09-15,Shirt,Clothing,1,909.18,East,10,909.18,No
241,2024-05-27,Laptop,Furniture,6,371.2,South,30,2227.2,No
242,2024-09-08,Chair,Clothing,1,261.54,South,45,261.54,No
243,2024-12-11,Shoes,Furniture,2,773.13,East,44,1546.26,No
244,2024-05-26,Phone,Clothing,3,237.08,West,44,711.24,No
245,2024-05-27,Laptop,Clothing,7,526.03,North,12,3682.21,No
246,2024-12-17,Shirt,Furniture,2,119.58,South,29,239.16,No
247,2024-07-17,Shoes,Clothing,5,392.07,East,24,1960.35,No
248,2024-11-03,Shoes,Furniture,9,87.37,South,47,786.33,No
249,2024-05-07,Laptop,Furniture,8,290.61,West,11,2324.88,No
250,2024-02-08,Shirt,Clothing,8,668.64,East,20,5349.12,No
251,2024-12-03,Phone,Clothing,2,991.39,West,23,1982.78,No
252,2024-12-25,Laptop,Electronics,1,262.26,West,25,262.26,No
253,2024-05-08,Phone,Clothing,9,478.59,East,49,4307.3099999999995,No
254,2024-09-23,Shoes,Electronics,4,453.57,South,11,1814.28,No
255,2024-05-30,Phone,Clothing,9,192.31,North,36,1730.79,No
256,2024-10-24,Shirt,Furniture,7,613.97,North,48,4297.79,No
257,2024-04-08,Chair,Furniture,6,727.46,East,20,4364.76,No
258,2024-09-19,Shirt,Electronics,9,155.75,North,22,1401.75,No
259,2024-09-08,Phone,Clothing,4,759.55,West,0,3038.2,Yes
260,2024-05-23,Laptop,Electronics,1,703.16,South,44,703.16,No
261,2024-12-11,Shoes,Clothing,5,205.37,East,9,1026.85,No
262,2024-04-21,Chair,Clothing,6,652.46,West,34,3914.76,No
263,2024-02-29,Laptop,Furniture,6,399.73,West,37,2398.38,No
264,2024-01-02,Laptop,Electronics,1,684.33,South,47,684.33,No
265,2024-10-30,Shirt,Furniture,7,501.14,South,27,3507.98,No
266,2024-09-10,Phone,Furniture,8,57.66,North,0,461.28,Yes
267,2024-05-19,Shirt,Furniture,5,789.1,South,7,3945.5,No
268,2024-02-06,Phone,Electronics,2,560.04,East,40,1120.08,No
269,2024-06-08,Shirt,Clothing,2,727.55,East,22,1455.1,No
270,2024-01-09,Laptop,Clothing,5,134.81,South,19,674.05,No
271,2024-08-20,Shoes,Electronics,7,724.06,South,31,5068.42,No
272,2024-04-08,Phone,Clothing,7,419.53,West,22,2936.71,No
273,2024-05-26,Chair,Electronics,4,801.27,East,6,3205.08,No
274,2024-10-30,Chair,Electronics,3,603.17,North,10,1809.5099999999998,No
275,2024-07-26,Laptop,Clothing,9,361.35,West,7,3252.15,No
276,2024-05-10,Shirt,Furniture,7,209.9,West,42,1469.3,No
277,2024-05-31,Shirt,Electronics,2,817.76,North,13,1635.52,No
278,2024-02-23,Laptop,Electronics,1,564.59,North,13,564.59,No
279,2024-04-29,Chair,Electronics,2,987.59,South,35,1975.18,No
280,2024-06-09,Chair,Electronics,3,379.75,South,40,1139.25,No
281,2024-04-25,Shirt,Clothing,5,688.86,West,39,3444.3,No
282,2024-03-15,Phone,Clothing,3,626.59,East,46,1879.77,No
283,2024-04-22,Shoes,Electronics,9,641.21,East,26,5770.89,No
284,2024-04-13,Phone,Furniture,4,739.61,West,19,2958.44,No
285,2024-12-05,Chair,Clothing,7,147.72,East,37,1034.04,No
286,2024-09-10,Phone,Furniture,4,554.15,East,24,2216.6,No
287,2024-08-14,Shoes,Furniture,3,514.04,North,47,1542.12,No
288,2024-04-21,Phone,Electronics,1,349.1,South,47,349.1,No
289,2024-04-08,Phone,Clothing,9,441.79,South,28,3976.11,No
290,2024-06-01,Phone,Electronics,1,523.62,West,13,523.62,No
291,2024-12-14,Phone,Electronics,1,327.71,North,27,327.71,No
292,2024-12-03,Laptop,Furniture,1,300.23,East,29,300.23,No
293,2024-07-12,Chair,Furniture,5,740.89,West,14,3704.45,No
294,2024-11-05,Shoes,Furniture,7,76.25,West,20,533.75,No
295,2024-06-11,Chair,Electronics,7,319.83,East,11,2238.81,No
296,2024-07-26,Laptop,Electronics,1,657.17,South,49,657.17,No
297,2024-06-17,Laptop,Electronics,6,216.69,East,10,1300.1399999999999,No
298,2024-06-09,Laptop,Electronics,9,576.55,West,38,5188.95,No
299,2024-03-08,Laptop,Electronics,6,309.14,South,5,1854.84,No
300,2024-10-15,Phone,Electronics,4,844.87,West,2,3379.48,Yes
301,2024-10-03,Chair,Electronics,9,356.49,North,40,3208.41,No
302,2024-10-30,Shirt,Electronics,3,237.22,South,14,711.66,No
303,2024-05-14,Shoes,Clothing,4,534.8,West,33,2139.2,No
304,2024-07-13,Laptop,Clothing,4,144.3,West,3,577.2,Yes
305,2024-05-07,Chair,Clothing,4,799.51,North,33,3198.04,No
306,2024-02-02,Laptop,Clothing,6,683.23,East,37,4099.38,No
307,2024-06-24,Laptop,Electronics,7,772.8,South,43,5409.599999999999,No
308,2024-01-22,Laptop,Electronics,9,404.89,West,38,3644.0099999999998,No
309,2024-08-25,Laptop,Furniture,3,836.65,West,40,2509.95,No
310,2024-06-06,Laptop,Furniture,8,498.61,West,5,3988.88,No
311,2024-02-07,Shoes,Clothing,8,103.75,West,21,830.0,No
312,2024-08-17,Chair,Furniture,1,231.79,East,36,231.79,No
313,2024-12-30,Laptop,Clothing,5,713.94,East,31,3569.7000000000003,No
314,2024-02-20,Laptop,Electronics,5,897.46,East,27,4487.3,No
315,2024-09-20,Laptop,Electronics,8,104.23,South,25,833.84,No
316,2024-10-09,Laptop,Furniture,8,865.57,East,3,6924.56,Yes
317,2024-01-27,Phone,Electronics,2,801.08,South,9,1602.16,No
318,2024-08-13,Phone,Electronics,3,363.0,East,26,1089.0,No
319,2024-10-03,Shirt,Clothing,2,692.38,West,19,1384.76,No
320,2024-10-12,Laptop,Furniture,1,195.08,North,35,195.08,No
321,2024-04-06,Shirt,Electronics,2,815.26,South,4,1630.52,Yes
322,2024-10-10,Shoes,Furniture,6,660.77,North,16,3964.62,No
323,2024-11-12,Shirt,Electronics,1,444.44,North,49,444.44,No
324,2024-10-30,Chair,Clothing,6,865.87,West,31,5195.22,No
325,2024-05-26,Phone,Electronics,1,147.84,West,34,147.84,No
326,2024-01-04,Phone,Furniture,2,847.33,South,22,1694.66,No
327,2024-02-04,Laptop,Furniture,8,33.65,South,12,269.2,No
328,2024-07-10,Laptop,Clothing,6,755.67,South,0,4534.0199999999995,Yes
329,2024-02-18,Shoes,Electronics,9,577.63,East,30,5198.67,No
330,2024-01-17,Shoes,Clothing,1,699.76,East,18,699.76,No
331,2024-06-20,Chair,Furniture,5,418.22,North,22,2091.1000000000004,No
332,2024-08-07,Laptop,Clothing,7,865.8,South,33,6060.599999999999,No
333,2024-06-06,Laptop,Electronics,9,320.02,North,3,2880.18,Yes
334,2024-02-15,Shoes,Electronics,9,282.21,East,47,2539.89,No
335,2024-01-06,Shoes,Clothing,4,308.73,North,47,1234.92,No
336,2024-04-08,Shoes,Furniture,4,776.62,North,48,3106.48,No
337,2024-08-20,Phone,Furniture,4,500.34,South,43,2001.36,No
338,2024-02-06,Shirt,Clothing,3,541.71,South,33,1625.13,No
339,2024-10-06,Shirt,Electronics,8,833.34,North,29,6666.72,No
340,2024-12-14,Laptop,Electronics,5,835.03,East,9,4175.15,No
341,2024-10-28,Phone,Electronics,7,170.12,North,5,1190.8400000000001,No
342,2024-06-29,Shoes,Electronics,6,554.27,East,11,3325.62,No
343,2024-04-04,Laptop,Furniture,9,134.76,North,11,1212.84,No
344,2024-04-08,Phone,Electronics,3,869.84,North,48,2609.52,No
345,2024-07-06,Chair,Clothing,6,838.64,South,17,5031.84,No
346,2024-04-25,Phone,Clothing,3,850.86,North,35,2552.58,No
347,2024-07-09,Laptop,Clothing,2,707.81,East,34,1415.62,No
348,2024-09-09,Shirt,Clothing,3,472.21,North,24,1416.6299999999999,No
349,2024-06-09,Shoes,Electronics,2,410.67,North,48,821.34,No
350,2024-09-12,Chair,Furniture,2,401.27,East,40,802.54,No
351,2024-11-18,Phone,Electronics,7,75.55,North,21,528.85,No
352,2024-05-07,Laptop,Furniture,3,949.38,North,29,2848.14,No
353,2024-01-18,Laptop,Electronics,8,455.77,North,43,3646.16,No
354,2024-10-07,Shoes,Furniture,2,930.81,North,28,1861.62,No
355,2024-08-10,Laptop,Clothing,7,880.46,East,6,6163.22,No
356,2024-02-23,Laptop,Clothing,3,830.32,West,47,2490.96,No
357,2024-02-27,Shoes,Furniture,9,592.43,East,39,5331.87,No
358,2024-11-18,Chair,Furniture,7,110.54,East,2,773.7800000000001,Yes
359,2024-12-25,Shirt,Furniture,9,330.67,West,20,2976.03,No
360,2024-06-22,Shirt,Clothing,2,607.55,East,44,1215.1,No
361,2024-10-06,Phone,Clothing,6,23.32,North,19,139.92000000000002,No
362,2024-04-23,Chair,Electronics,5,52.2,East,8,261.0,No
363,2024-10-14,Phone,Furniture,2,680.89,North,40,1361.78,No
364,2024-12-07,Shirt,Furniture,4,889.32,South,35,3557.28,No
365,2024-05-30,Shoes,Furniture,4,856.61,North,13,3426.44,No
366,2024-05-06,Laptop,Clothing,8,176.46,North,17,1411.68,No
367,2024-06-03,Shirt,Furniture,7,912.12,East,32,6384.84,No
368,2024-09-29,Chair,Furniture,5,699.34,East,1,3496.7000000000003,Yes
369,2024-04-13,Shirt,Clothing,9,719.16,East,36,6472.44,No
370,2024-10-25,Chair,Furniture,1,311.0,South,30,311.0,No
371,2024-09-02,Chair,Electronics,4,718.84,West,21,2875.36,No
372,2024-06-24,Chair,Clothing,5,712.67,North,45,3563.35,No
373,2024-02-08,Phone,Clothing,8,598.72,West,8,4789.76,No
374,2024-06-18,Shoes,Clothing,3,363.72,West,19,1091.16,No
375,2024-09-03,Shirt,Electronics,5,812.9,South,19,4064.5,No
376,2024-01-26,Shoes,Clothing,3,938.14,North,46,2814.42,No
377,2024-12-20,Laptop,Clothing,7,871.19,North,0,6098.33,Yes
378,2024-11-01,Shirt,Clothing,3,250.55,South,29,751.6500000000001,No
379,2024-01-13,Shoes,Clothing,7,451.22,South,18,3158.54,No
380,2024-11-11,Shoes,Electronics,2,348.99,North,35,697.98,No
381,2024-11-08,Laptop,Furniture,7,710.4,South,13,4972.8,No
382,2024-02-05,Chair,Furniture,9,833.18,East,0,7498.62,Yes
383,2024-06-21,Shirt,Clothing,5,223.64,North,4,1118.1999999999998,Yes
384,2024-01-20,Shirt,Electronics,6,947.8,West,9,5686.799999999999,No
